question,optionA,optionB,optionC,optionD,answer,,,,,,,,,,,,,topic_chapter,topic_confidence,all_topics,matched_keywords,topic_section_id,topic_section_title,topic_section_confidence,all_sections,matched_section_keywords
Which of the following is NOT one of the organelles within a cell?,desmosome,endoplasmic reticulum,mitochondrion,golgi apparatus,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.984,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"a, cell, is, of, the",,,0.000,,
Which list contains the main body tissue types?,"glandular, connective, osseous, nervous","epithelial, nervous, connective, muscle.","endothelial, connective, muscle, cartilaginous","epithelial, cartilaginous, muscle, glandular",B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.909,Chapter 1 - Chemicals,"bodi, contain, list, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.930,chapter_1::1_2_elements_and_atoms_heads_up,"bodi, list, the"
The process of “diffusion” through a membrane may be described by which of the following?,the movement of ions and molecules away from regions where they are in high concentration towards regions where they are in lower concentration.,the use of energy from ATP to move ions and small molecules into regions where they are in lower concentration.,the plasma membrane engulfs the substance and moves it through the membrane.,the use of energy from ATP to move water molecules against their concen- tration gradient.,A,,,,,,,,,,,,,Chapter 2 - Classification,0.982,Chapter 2 - Classification; Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"a, be, by, of, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.999,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"a, by, of, the"
The process of “active transport” through a membrane may be described by which of the following?,the movement of ions and small molecules away from regions where they are in high concentration.,the use of energy from ATP to move ions and small molecules into regions where they are in lower concentration.,the plasma membrane engulfs the substance and moves it through the membrane.,the use of energy from ATP to move ions and small molecules against their concentration gradient.,D,,,,,,,,,,,,,Chapter 2 - Classification,0.981,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"a, be, by, of, the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),0.999,chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"a, by, of, the"
Which of the following enables ions such as sodium to cross a plasma membrane?,phospholipid bilayer,peripheral proteins,integral proteins,desmosomes,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.984,Chapter 1 - Chemicals,"a, ion, of, sodium, such, the, to",,,0.000,,
Cell membranes can maintain a difference in electrical charge between the inte- rior of the cell and the extracellular ﬂ uid. What is this charge difference called?,excitability,the membrane potential,the action potential,the sodium-potassium pump,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"a, and, call, cell, charge, in, is, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"a, and, cell, in, is, of, the"
The resting membrane potential of a cell is the consequence of which of the following concentrations of ions?,High K + and Cl − outside the cell and high Na + and large anions inside the cell.,High K + and Na + outside the cell and high Cl − and large anions inside the cell.,High Cl − and Na + outside the cell and high K + and large cations inside the cell.,High Ca 2+ and Na + outside the cell and high K + and large cations inside the cell.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"a, cell, ion, is, of, of ion, the",,,0.000,,
What is one function of mitochondria? To,produce enzymes to break down molecules,produce molecules of ATP,hold adjacent cells together,allow passage of molecules through the plasma membrane,B,,,,,,,,,,,,,Chapter 10 - Lymphatic System,0.950,Chapter 10 - Lymphatic System; Chapter 1 - Chemicals,"function, of, one, to",,,0.000,,
Membrane proteins perform the following functions EXCEPT one. Which One?,form the glycocalyx,act as receptor proteins,form pores to allow the passage of small solutes,behave as enzymes.,A,,,,,,,,,,,,,Chapter 10 - Lymphatic System,0.844,Chapter 10 - Lymphatic System; Chapter 1 - Chemicals,"function, one, protein",,,0.000,,
Facilitated diffusion differs from active transport because facilitated diffusion:,requires energy from ATP,moves molecules from where they are in lower concentration to higher concentration,moves molecules from where they are in higher concentration to lower concentration.,involves ions & molecules that pass through membrane channels.,C,,,,,,,,,,,,,Chapter 9 - Respiratory System,0.840,Chapter 9 - Respiratory System,"diffusion, transport",chapter_9::9_3_diffusion_transport_of_oxygen_heads_up,9.3 Diffusion & Transport of Oxygen (Heads-up),0.996,chapter_9::9_3_diffusion_transport_of_oxygen_heads_up,"diffusion, transport"
Which of the following is NOT a connective tissue?,blood,mesothelium,fat,tendon,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.904,Chapter 1 - Chemicals,"a, is, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.974,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"a, is, of, the"
Which one of the following terms best describes a phospholipid. It consists of a:,polar head and polar tail,non-polar head and a polar tail,polar head and non-polar tail,non-polar head and a non-polar tail,C,,,,,,,,,,,,,Chapter 10 - Lymphatic System,0.985,Chapter 10 - Lymphatic System; Chapter 2 - Classification,"a, of, one, term",,,0.000,,
One of the functions of integral proteins in cell membranes is to:,maintain the rigid structure of the cell,support mechanically the phospholipids,interact with the cytoplasm,form channels for transport functions,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"cell, function, function of, in, in cell, is, of, protein, protein in, the, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.998,chapter_1::1_2_elements_and_atoms_heads_up; chapter_1::1_9_proteins_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up; chapter_9::9_x_control_of_breathing_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"cell, in, in cell, is, of, the"
Which one of the following best describes what a cell membrane consists of?,"lipids, proteins, ribosomes","lipids, cholesterol, proteins","cholesterol, proteins, cytoplasm","lipids, proteins, cytoplasm",B,,,,,,,,,,,,,Chapter 10 - Lymphatic System,0.962,Chapter 10 - Lymphatic System; Chapter 1 - Chemicals,"a, cell, of, one",,,0.000,,
Which one of the following organelles is considered as the “energy producing” centre of the cell?,rough endoplasmic reticulum,Golgi apparatus,mitochondria,ribosomes,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.990,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"cell, energi, is, of, the",,,0.000,,
What is the major function of lysosomes? They:,package proteins,detoxify toxic substances,catalyse lipid metabolism,digest unwanted particles within the cell,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.945,Chapter 1 - Chemicals; Chapter 10 - Lymphatic System,"function, function of, is, of, the",,,0.000,,
What is the purpose of the “sodium/potassium pump”,to perform endocytosis.,to move sodium and potassium by facilitated diffusion.,to perform bulk transport through the plasma membrane.,To produce a concentration gradient for sodium ions,D,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.912,Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"of, of the, the",,,0.000,,
Which of the following is NOT a type of cell?,ribosome,haemocytoblast,neutrophil,phagocyte,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.982,Chapter 1 - Chemicals,"a, cell, is, of, of cell, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.997,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"a, cell, is, of, the"
What is the name of the mechanism that ensures that there is a higher concen- tration of sodium ions in the extracellular ﬂ uid than in the intracellular ﬂ uid?,Facilitated diffusion,The sodium-potassium pump,Secondary active transport,Osmosis,B,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"a, in, in the, ion, is, name, name of, of, sodium, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"a, in, is, of, sodium, the"
"What is the name given to the type of transport where glucose or an amino acid binds to a receptor protein on the plasma membrane, which then moves the molecule into the cell without the expenditure of energy?",facilitated diffusion,bulk transport,secondary active transport,active transport,A,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"a, acid, amino, amino acid, cell, energi, glucose, into, is, molecule, name, of, or, protein, the, to, transport",,,0.000,,
"What is the name given to the movement of glucose or amino acids from the gut into the cells lining the gut, when they bind to a transport protein that has also bound a sodium ion. The sodium ion is entering the cell along its concentration gradient.",facilitated diffusion,the sodium potassium pump,active transport,secondary active transport,D,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"a, acid, amino, amino acid, cell, from, glucose, into, ion, is, name, of, or, protein, sodium, the, to, transport, when",,,0.000,,
Why does the plasma membrane of a cell present a barrier to the movement of electrolytes through it?,There are no channels in the membrane for the passage of electrolytes.,Electrolytes are not soluble in the lipid of the membrane.,Electrolytes are too large to pass through membrane channels.,Membrane proteins electrically repel charged particles.,B,,,,,,,,,,,,,Chapter 2 - Classification,0.995,Chapter 2 - Classification; Chapter 1 - Chemicals; Chapter 10 - Lymphatic System,"a, it, of, of a, the, to, to the",chapter_2::2_5_the_animal_kingdom_heads_up,2.5 The Animal Kingdom (Heads-up),1.000,chapter_2::2_5_the_animal_kingdom_heads_up,"a, it, of, the, to"
Which of the following statements about “leak channels” in the plasma mem- brane is correct?,Proteins that form these channels bind to solutes to allow them to pass into the cell.,They are passageways formed by proteins to allow water and ions to move passively through the membrane.,They allow small ions and molecules to move between adjacent cells.,They are formed by glycoprotein and proteoglycans to allow hormones to enter cells.,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.960,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"in, in the, is, of, the",,,0.000,,
What are the primary types of body tissue?,"connective tissue, blood, muscle tissue, nervous tissue, epithelial tissue.","muscle tissue, osseous tissue, epithelial tissue, nervous tissue, blood, con- nective tissue.","nervous tissue, epithelial tissue, muscle tissue, connective tissue","epithelial tissue, connective tissue, adipose tissue, muscle tissue, nervous tissue.",C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.937,Chapter 1 - Chemicals,"are, are the, bodi, of, the",,,0.000,,
Epithelial and connective tissue differ from each other in which of the follow- ing characteristics?,epithelial tissue contains ﬁ bres but connective tissue does not.,connective tissue is avascular but epithelial tissue is well-vascularised.,"cells in epithelial tissue are closely packed, whereas in connective tissue they are not.","connective tissue includes tissue that makes up glands, but epithelial tissue does not occur in glands.",C,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.992,Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"and, characteristic, from, in, of, of the, other, the",,,0.000,,
Which of the following is a component of the plasma membrane of a cell?,plasma,glycolipid,plasma proteins,cholesterol,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.996,Chapter 1 - Chemicals,"a, cell, is, of, the",,,0.000,,
What term is used to describe the movement of dissolved particles along (or down) their concentration gradient?,endocytosis,active transport,osmosis,diffusion,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.995,Chapter 1 - Chemicals,"is, of, or, particle, the, their, to, us, us to",,,0.000,,
Which of the following molecules cannot pass through the plasma membrane?,water molecules,non-polar molecules,amino acid based hormones,fat-soluble molecules,C,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.898,Chapter 16 - Endocrine System; Chapter 1 - Chemicals; Chapter 10 - Lymphatic System,"of, of the, the",,,0.000,,
Which of the following is a connective tissue?,pancreas,spinal cord,muscle,blood,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.909,Chapter 1 - Chemicals,"a, is, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.976,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"a, is, of, the"
Which of the following is an epithelial tissue?,adipose tissue,the adrenal gland,the heart,blood,B,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.821,Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"of, of the, the",,,0.000,,
What is the major component of the plasma membrane of a cell?,phospholipid,glycolipid,integral protein,cholesterol,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.985,Chapter 1 - Chemicals; Chapter 10 - Lymphatic System,"a, cell, is, of, the",,,0.000,,
Which one of the following is NOT a function of membrane proteins?,they form a structure called a glycocalyx,they attach cells to each other,they form passageways to allow solutes to pass through the membrane,they from receptors which can bind messenger molecules,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.991,Chapter 1 - Chemicals; Chapter 10 - Lymphatic System,"a, function, function of, is, of, protein, the",,,0.000,,
Facilitated diffusion through a membrane involves which of the following scenarios?,the diffusion of water through a selectively permeable membrane along its concentration gradient.,the movement of a molecule against its concentration gradient with the expenditure of energy,the plasma membrane surrounding (engulﬁ ng) the molecule & the molecule moving into the cell.,a molecule binding to a receptor which moves the molecule through the membrane without the expenditure of energy,D,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.898,Chapter 16 - Endocrine System,"involve, of, of the, the",,,0.000,,
The diffusion of water through a membrane is referred to as,secondary active transport,bulk transport,osmosis,endocytosis,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.974,Chapter 1 - Chemicals,"a, is, of, the, to, water",,,0.000,,
What is the tissue that covers the body surface and lines internal tubes called?,epithelial tissue,connective tissue,glandular epithelium,muscle tissue,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.981,Chapter 1 - Chemicals,"and, bodi, call, is, the, the bodi",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.995,chapter_1::1_2_elements_and_atoms_heads_up,"and, bodi, is, the"
